,date,year,month,day,countryCode,taxonID,phylum,class,order,family,genus,specificEpithet,species,Substrate,Latitude,Longitude,CoorUncert,Habitat,image_path,class_id,genus_id,family_id
6375,2016-07-03,2016.0,7.0,3.0,DK,11095.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Hortiboletus,rubellus,Hortiboletus rubellus,soil,55.782558,12.591854,50.0,park,2238467862-315841.jpg,619,225,17
6376,2020-07-01,2020.0,7.0,1.0,DK,11093.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Boletus,reticulatus,Boletus reticulatus,soil,55.04043000000001,10.548266,25.0,mixed woodland (coniferous and deciduous trees),2804914312-356976.jpg,107,39,17
6377,2011-07-22,2011.0,7.0,22.0,DK,16080.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Leccinum,albostipitatum,Leccinum albostipitatum,soil,56.96564,8.46095,25.0,coniferous woodland,2237963141-227191.jpg,818,274,17
6378,2020-09-26,2020.0,9.0,26.0,DK,11064.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Imleria,badia,Imleria badia,soil,55.639767000000006,8.259705,128.0,deciduous woodland,2864902410-212196.jpg,711,248,17
6379,2019-10-29,2019.0,10.0,29.0,DK,11086.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Xerocomellus,pruinatus,Xerocomellus pruinatus,soil,55.55313100000001,9.540253,50.0,deciduous woodland,2446760342-347295.jpg,1590,563,17
6380,2020-09-06,2020.0,9.0,6.0,DK,65745.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Suillellus,luridus,Suillellus luridus,soil,54.776078000000005,11.663535,6.0,deciduous woodland,2860302302-360256.jpg,1453,513,17
6381,2013-08-24,2013.0,8.0,24.0,DK,11067.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Hortiboletus,bubalinus,Hortiboletus bubalinus,soil,55.99564,11.92029,50.0,roadside,2238220780-159404.jpg,617,225,17
6382,2017-07-04,2017.0,7.0,4.0,DK,16111.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Leccinum,scabrum,Leccinum scabrum,soil,56.948415,10.23046,25.0,mixed woodland (coniferous and deciduous trees),2238496505-170443.jpg,824,274,17
6383,2019-09-12,2019.0,9.0,12.0,DK,65789.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Neoboletus,luridiformis,Neoboletus luridiformis,soil,54.818297,11.949342,15.0,mixed woodland (coniferous and deciduous trees),2413149816-266454.jpg,1023,348,17
6384,2020-09-16,2020.0,9.0,16.0,DK,11069.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Boletus,edulis,Boletus edulis,leaves,56.046652,12.552275,100.0,coniferous woodland,2862686362-360761.jpg,105,39,17
6385,2020-07-24,2020.0,7.0,24.0,DK,11093.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Boletus,reticulatus,Boletus reticulatus,soil,56.267809,10.634465,50.0,deciduous woodland,2818075329-134139.jpg,107,39,17
6386,2019-11-03,2019.0,11.0,3.0,DK,11086.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Xerocomellus,pruinatus,Xerocomellus pruinatus,soil,56.007643,12.291641,75.0,deciduous woodland,2449442523-49922.jpg,1590,563,17
6387,2020-07-17,2020.0,7.0,17.0,DK,11064.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Imleria,badia,Imleria badia,soil,56.07670600000001,9.362886,15.0,coniferous woodland,2816374344-133874.jpg,711,248,17
6388,2019-09-28,2019.0,9.0,28.0,DK,67744.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Neoboletus,xanthopus,Neoboletus xanthopus,soil,55.750122,12.579765,5.0,park,2421824128-45236.jpg,1024,348,17
6389,2020-09-15,2020.0,9.0,15.0,DK,65789.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Neoboletus,luridiformis,Neoboletus luridiformis,soil,56.376208,9.335911,15.0,deciduous woodland,2862684364-136746.jpg,1023,348,17
6390,2019-09-27,2019.0,9.0,27.0,DK,11069.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Boletus,edulis,Boletus edulis,soil,57.268611,10.901441,21.0,roadside,2421823742-342891.jpg,105,39,17
6391,2012-07-17,2012.0,7.0,17.0,DK,40854.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Boletus,ferrugineus,Boletus ferrugineus,soil,54.77158000000001,11.70661,150.0,coniferous woodland,2238148547-305319.jpg,1592,39,17
6392,2018-08-30,2018.0,8.0,30.0,DK,65745.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Suillellus,luridus,Suillellus luridus,soil,56.12808199999999,10.210503,15.0,park,2238553622-329992.jpg,1453,513,17
6393,2017-08-13,2017.0,8.0,13.0,DK,11081.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Pseudoboletus,parasiticus,Pseudoboletus parasiticus,fungi,56.959605,10.262377,5.0,mixed woodland (coniferous and deciduous trees),2238502244-97218.jpg,1238,437,17
6394,2020-07-13,2020.0,7.0,13.0,DK,11091.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Caloboletus,radicans,Caloboletus radicans,soil,55.854988,11.975502,15.0,lawn,2816369331-282550.jpg,128,54,17
6395,2012-07-15,2012.0,7.0,15.0,DK,11085.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Xerocomellus,porosporus,Xerocomellus porosporus,soil,55.74755,12.4547,50.0,park,2238148822-305333.jpg,1589,563,17
6396,2020-10-24,2020.0,10.0,24.0,CZ,11069.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Boletus,edulis,Boletus edulis,wood and roots of living trees,49.777788,13.19895,1.0,coniferous woodland,2898618454-142240.jpg,105,39,17
6397,2020-09-10,2020.0,9.0,10.0,DK,65789.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Neoboletus,luridiformis,Neoboletus luridiformis,wood and roots of living trees,55.72067,9.634023,1.0,coniferous woodland,2860299402-360179.jpg,1023,348,17
6398,2018-08-02,2018.0,8.0,2.0,DK,11091.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Caloboletus,radicans,Caloboletus radicans,soil,56.11081899999999,10.233769,15.0,deciduous woodland,2238550166-253823.jpg,128,54,17
6399,2018-08-26,2018.0,8.0,26.0,DK,11068.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Caloboletus,calopus,Caloboletus calopus,soil,55.79855500000001,12.393115,25.0,deciduous woodland,2238554082-330102.jpg,127,54,17
6400,2012-10-06,2012.0,10.0,6.0,DK,16111.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Leccinum,scabrum,Leccinum scabrum,soil,56.05791,12.06507,150.0,coniferous woodland,2238177303-8873.jpg,824,274,17
6401,2018-08-26,2018.0,8.0,26.0,DK,67237.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Hortiboletus,engelii,Hortiboletus engelii,soil,55.771356,12.450849,5.0,deciduous woodland,2238553806-254594.jpg,618,225,17
6402,2017-07-02,2017.0,7.0,2.0,DK,11093.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Boletus,reticulatus,Boletus reticulatus,soil,56.63474300000001,9.832292,25.0,deciduous woodland,2238494055-170053.jpg,107,39,17
6403,2016-10-22,2016.0,10.0,22.0,DK,11086.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Xerocomellus,pruinatus,Xerocomellus pruinatus,soil,55.189655,11.856455,5.0,mixed woodland (coniferous and deciduous trees),2238479863-19587.jpg,1590,563,17
6404,2019-10-15,2019.0,10.0,15.0,DK,11069.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Boletus,edulis,Boletus edulis,leaves,56.434091,9.006556,65.0,deciduous woodland,2430666296-270815.jpg,105,39,17
6405,2018-07-24,2018.0,7.0,24.0,DK,65789.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Neoboletus,luridiformis,Neoboletus luridiformis,soil,56.270144,10.358133,50.0,deciduous woodland,2238553789-106600.jpg,1023,348,17
6406,2019-08-28,2019.0,8.0,28.0,DK,11069.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Boletus,edulis,Boletus edulis,soil,55.28269,11.769417,15.0,mixed woodland (coniferous and deciduous trees),2382321398-42735.jpg,105,39,17
6407,2018-09-23,2018.0,9.0,23.0,DK,61471.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Leccinum,aurantiacum,Leccinum aurantiacum,soil,55.68021,9.596113,25.0,deciduous woodland,2238564604-108883.jpg,819,274,17
6408,2017-09-07,2017.0,9.0,7.0,DK,11064.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Imleria,badia,Imleria badia,soil,56.15749399999999,9.375303,15.0,coniferous woodland,2238506938-24031.jpg,711,248,17
6409,2009-09-18,2009.0,9.0,18.0,DK,11068.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Caloboletus,calopus,Caloboletus calopus,soil,57.19955,10.30346,50.0,mixed woodland (coniferous and deciduous trees),2238320855-159978.jpg,127,54,17
6410,2020-10-13,2020.0,10.0,13.0,DK,11573.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Chalciporus,piperatus,Chalciporus piperatus,soil,56.153797,9.610956,25.0,coniferous woodland,2883264385-215865.jpg,163,76,17
6411,2013-07-02,2013.0,7.0,2.0,DK,11067.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Hortiboletus,bubalinus,Hortiboletus bubalinus,soil,55.64389,12.0983,10.0,park,2238214696-232987.jpg,617,225,17
6412,2011-09-17,2011.0,9.0,17.0,DK,40854.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Boletus,ferrugineus,Boletus ferrugineus,soil,54.995342,15.052213,150.0,mixed woodland (coniferous and deciduous trees),2238086921-228281.jpg,1592,39,17
6413,2012-09-12,2012.0,9.0,12.0,DK,11085.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Xerocomellus,porosporus,Xerocomellus porosporus,soil,56.02381,12.33695,150.0,deciduous woodland,2238162505-156619.jpg,1589,563,17
6414,2019-08-21,2019.0,8.0,21.0,DK,65745.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Suillellus,luridus,Suillellus luridus,soil,55.984047,12.407126,25.0,park,2351007716-265046.jpg,1453,513,17
6415,2018-09-01,2018.0,9.0,1.0,DK,65745.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Suillellus,luridus,Suillellus luridus,soil,55.98626,12.28214,50.0,deciduous woodland,2238556609-107089.jpg,1453,513,17
6416,2019-09-20,2019.0,9.0,20.0,DK,67753.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Aureoboletus,projectellus,Aureoboletus projectellus,soil,54.996236,15.057322,15.0,coniferous woodland,2417207763-44483.jpg,87,26,17
6417,2018-08-30,2018.0,8.0,30.0,DK,67274.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Butyriboletus,fuscoroseus,Butyriboletus fuscoroseus,soil,55.805303,10.058848,10.0,deciduous woodland,2238555115-180967.jpg,122,49,17
6418,2020-09-11,2020.0,9.0,11.0,DK,11069.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Boletus,edulis,Boletus edulis,soil,55.2065,11.382661,75.0,mixed woodland (coniferous and deciduous trees),2860305406-285409.jpg,105,39,17
6419,2019-09-21,2019.0,9.0,21.0,DK,11081.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Pseudoboletus,parasiticus,Pseudoboletus parasiticus,fungi,55.012264,8.96417,25.0,deciduous woodland,2417207586-266992.jpg,1238,437,17
6420,2020-10-10,2020.0,10.0,10.0,DK,11086.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Xerocomellus,pruinatus,Xerocomellus pruinatus,soil,55.99685699999999,12.341026,25.0,deciduous woodland,2874313505-214890.jpg,1590,563,17
6421,2020-12-10,2020.0,12.0,10.0,DK,11573.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Chalciporus,piperatus,Chalciporus piperatus,soil,55.234364,11.803991,11.0,mixed woodland (coniferous and deciduous trees),2994391330-222345.jpg,163,76,17
6422,2020-08-12,2020.0,8.0,12.0,DK,11062.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Butyriboletus,appendiculatus,Butyriboletus appendiculatus,soil,55.300046,10.113846,100.0,deciduous woodland,2831340311-283864.jpg,120,49,17
6423,2018-10-03,2018.0,10.0,3.0,DK,11064.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Imleria,badia,Imleria badia,soil,55.755665,8.254766,75.0,coniferous woodland,2238568284-109532.jpg,711,248,17
6424,2018-10-07,2018.0,10.0,7.0,DK,11086.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Xerocomellus,pruinatus,Xerocomellus pruinatus,soil,55.590717000000005,8.505764,15.0,deciduous woodland,2238568738-35188.jpg,1590,563,17
6425,2016-09-27,2016.0,9.0,27.0,DK,20681.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Strobilomyces,strobilaceus,Strobilomyces strobilaceus,soil,56.12185,10.204153,50.0,deciduous woodland,2238475849-93192.jpg,1441,509,17
6426,2020-07-16,2020.0,7.0,16.0,DK,21358.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Tylopilus,felleus,Tylopilus felleus,soil,56.147472,9.525025,1.0,coniferous woodland,2816362330-208050.jpg,1551,544,17
6427,2012-09-05,2012.0,9.0,5.0,DK,11082.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Xerocomellus,chrysenteron,Xerocomellus chrysenteron,soil,55.89406,10.05622,150.0,mixed woodland (coniferous and deciduous trees),2238159328-8230.jpg,1587,563,17
6428,2019-10-03,2019.0,10.0,3.0,DK,11573.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Chalciporus,piperatus,Chalciporus piperatus,soil,55.1443,10.382835,50.0,coniferous woodland,2424123318-45684.jpg,163,76,17
6429,2019-08-29,2019.0,8.0,29.0,DK,11062.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Butyriboletus,appendiculatus,Butyriboletus appendiculatus,soil,55.01024399999999,10.641869,15.0,deciduous woodland,2382320306-265230.jpg,120,49,17
6430,2015-09-17,2015.0,9.0,17.0,DK,11086.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Xerocomellus,pruinatus,Xerocomellus pruinatus,soil,55.7717,12.47515,50.0,lawn,2238423685-164076.jpg,1590,563,17
6431,2017-10-10,2017.0,10.0,10.0,DK,11069.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Boletus,edulis,Boletus edulis,soil,55.303564,10.827301,10.0,mixed woodland (coniferous and deciduous trees),2238521230-174458.jpg,105,39,17
6432,2020-09-01,2020.0,9.0,1.0,DK,61279.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Xerocomellus,cisalpinus,Xerocomellus cisalpinus,soil,55.99253100000001,9.272558,15.0,grassland,2856932310-210326.jpg,1588,563,17
6433,2020-10-25,2020.0,10.0,25.0,DK,11069.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Boletus,edulis,Boletus edulis,mosses,56.361256,10.730124,75.0,coniferous woodland,2898621461-291421.jpg,105,39,17
6434,2018-09-01,2018.0,9.0,1.0,DK,65745.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Suillellus,luridus,Suillellus luridus,soil,55.029621,12.292542,25.0,garden,2238555552-330354.jpg,1453,513,17
6435,2018-10-01,2018.0,10.0,1.0,DK,63618.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Leccinum,cyaneobasileucum,Leccinum cyaneobasileucum,soil,57.027840000000005,8.48917,100.0,mixed woodland (coniferous and deciduous trees),2238567326-257298.jpg,820,274,17
6436,2019-09-13,2019.0,9.0,13.0,DK,16116.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Leccinum,variicolor,Leccinum variicolor,soil,56.052581,9.431461,75.0,uncultivated land,2417206130-192580.jpg,826,274,17
6437,2018-08-30,2018.0,8.0,30.0,DK,11062.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Butyriboletus,appendiculatus,Butyriboletus appendiculatus,soil,54.761717,12.046178,10.0,deciduous woodland,2238552219-106316.jpg,120,49,17
6438,2019-08-15,2019.0,8.0,15.0,DK,21358.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Tylopilus,felleus,Tylopilus felleus,soil,56.289442,8.595103,75.0,coniferous woodland,2332528800-190501.jpg,1551,544,17
6439,2019-06-17,2019.0,6.0,17.0,DK,11067.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Hortiboletus,bubalinus,Hortiboletus bubalinus,soil,55.400795,10.400786,5.0,roadside,2269197239-114905.jpg,617,225,17
6440,2011-08-05,2011.0,8.0,5.0,DK,40854.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Boletus,ferrugineus,Boletus ferrugineus,soil,55.9103,11.94986,100.0,coniferous woodland,2237965666-227367.jpg,1592,39,17
6441,2017-08-31,2017.0,8.0,31.0,DK,11062.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Butyriboletus,appendiculatus,Butyriboletus appendiculatus,soil,56.033092,12.201875,25.0,deciduous woodland,2238507311-246179.jpg,120,49,17
6442,2015-09-23,2015.0,9.0,23.0,DK,16116.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Leccinum,variicolor,Leccinum variicolor,soil,55.90371,12.34606,50.0,deciduous woodland,2238426107-313561.jpg,826,274,17
6443,2017-06-13,2017.0,6.0,13.0,DK,16111.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Leccinum,scabrum,Leccinum scabrum,soil,55.544475,8.334161,15.0,deciduous woodland,2238495734-96117.jpg,824,274,17
6444,2017-08-17,2017.0,8.0,17.0,DK,11064.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Imleria,badia,Imleria badia,soil,56.636383,9.848535,25.0,coniferous woodland,2238501439-97106.jpg,711,248,17
6445,2019-07-20,2019.0,7.0,20.0,DK,16111.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Leccinum,scabrum,Leccinum scabrum,soil,55.937472,12.341731,5.0,deciduous woodland,2285836583-41257.jpg,824,274,17
6446,2011-09-10,2011.0,9.0,10.0,DK,16116.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Leccinum,variicolor,Leccinum variicolor,soil,55.433330000000005,9.433333,150.0,wetland,2238068476-228068.jpg,826,274,17
6447,2020-10-06,2020.0,10.0,6.0,DK,11573.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Chalciporus,piperatus,Chalciporus piperatus,soil,55.911503,9.371819,75.0,mixed woodland (coniferous and deciduous trees),2874315373-66753.jpg,163,76,17
6448,2019-08-18,2019.0,8.0,18.0,DK,11093.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Boletus,reticulatus,Boletus reticulatus,soil,55.30849499999999,12.008986,5.0,park,2351007784-116886.jpg,107,39,17
6449,2017-08-12,2017.0,8.0,12.0,DK,11067.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Hortiboletus,bubalinus,Hortiboletus bubalinus,soil,55.773423,9.706962,25.0,roadside,2238502156-245375.jpg,617,225,17
6450,2012-09-13,2012.0,9.0,13.0,DK,16111.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Leccinum,scabrum,Leccinum scabrum,soil,56.02499,12.33489,500.0,deciduous woodland,2238160558-8299.jpg,824,274,17
6451,2018-09-13,2018.0,9.0,13.0,DK,65789.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Neoboletus,luridiformis,Neoboletus luridiformis,soil,55.078536,15.005128,15.0,deciduous woodland,2238560546-256044.jpg,1023,348,17
6452,2011-09-10,2011.0,9.0,10.0,DK,16111.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Leccinum,scabrum,Leccinum scabrum,soil,56.28474,8.172410000000001,25.0,mixed woodland (coniferous and deciduous trees),2238066286-228011.jpg,824,274,17
6453,2020-09-19,2020.0,9.0,19.0,DK,16111.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Leccinum,scabrum,Leccinum scabrum,soil,56.990779,9.975414,75.0,grassland,2862684440-211098.jpg,824,274,17
6454,2016-09-26,2016.0,9.0,26.0,DK,65746.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Suillellus,queletii,Suillellus queletii,soil,54.684922,11.523076,30.0,deciduous woodland,2238476028-19062.jpg,1454,513,17
6455,2020-10-15,2020.0,10.0,15.0,DK,67753.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Aureoboletus,projectellus,Aureoboletus projectellus,soil,54.99268299999999,15.077972,1.0,coniferous woodland,2883265446-290640.jpg,87,26,17
6456,2019-09-22,2019.0,9.0,22.0,DK,16117.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Leccinum,versipelle,Leccinum versipelle,soil,56.169139,9.624718,50.0,mixed woodland (coniferous and deciduous trees),2421822903-45035.jpg,827,274,17
6457,2012-07-01,2012.0,7.0,1.0,DK,16111.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Leccinum,scabrum,Leccinum scabrum,soil,55.76948,12.41642,50.0,deciduous woodland,2238147270-155801.jpg,824,274,17
6458,2020-10-18,2020.0,10.0,18.0,DK,11573.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Chalciporus,piperatus,Chalciporus piperatus,soil,56.22839499999999,10.704085,10.0,coniferous woodland,2883262530-215767.jpg,163,76,17
6459,2018-09-19,2018.0,9.0,19.0,DK,11093.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Boletus,reticulatus,Boletus reticulatus,leaves,54.85734300000001,10.740166,75.0,deciduous woodland,2238563826-256675.jpg,107,39,17
6460,2011-07-18,2011.0,7.0,18.0,DK,21358.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Tylopilus,felleus,Tylopilus felleus,soil,55.95461,9.22461,150.0,coniferous woodland,2237961299-79111.jpg,1551,544,17
6461,2019-10-03,2019.0,10.0,3.0,DK,11086.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Xerocomellus,pruinatus,Xerocomellus pruinatus,soil,55.357825,12.144191,10.0,deciduous woodland,2424123728-45763.jpg,1590,563,17
6462,2017-07-18,2017.0,7.0,18.0,DK,11068.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Caloboletus,calopus,Caloboletus calopus,soil,55.170253,14.889693,25.0,deciduous woodland,2238497965-170711.jpg,127,54,17
6463,2018-09-09,2018.0,9.0,9.0,DK,19022.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Porphyrellus,porphyrosporus,Porphyrellus porphyrosporus,soil,56.095088,9.846783,50.0,mixed woodland (coniferous and deciduous trees),2238560872-331573.jpg,1211,427,17
6464,2012-09-11,2012.0,9.0,11.0,DK,11091.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Caloboletus,radicans,Caloboletus radicans,soil,55.49483000000001,9.7158,25.0,deciduous woodland,2238162760-156626.jpg,128,54,17
6465,2020-07-28,2020.0,7.0,28.0,DK,65785.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Rubroboletus,legaliae,Rubroboletus legaliae,soil,55.783186,12.591421,10.0,park,2821599317-358366.jpg,1311,474,17
6466,2019-08-24,2019.0,8.0,24.0,DK,11093.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Boletus,reticulatus,Boletus reticulatus,soil,56.479558,8.478611,100.0,coniferous woodland,2351007778-42507.jpg,107,39,17
6467,2017-07-13,2017.0,7.0,13.0,DK,65789.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Neoboletus,luridiformis,Neoboletus luridiformis,soil,56.011116,12.277242,10.0,deciduous woodland,2238498082-320111.jpg,1023,348,17
6468,2020-09-26,2020.0,9.0,26.0,DK,11064.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Imleria,badia,Imleria badia,soil,55.639767000000006,8.259705,128.0,deciduous woodland,2864902410-212198.jpg,711,248,17
6469,2018-09-09,2018.0,9.0,9.0,DK,11064.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Imleria,badia,Imleria badia,soil,55.918959,12.341569,50.0,coniferous woodland,2238556201-255054.jpg,711,248,17
6470,2018-08-22,2018.0,8.0,22.0,DK,11093.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Boletus,reticulatus,Boletus reticulatus,soil,56.057134,12.570127,75.0,deciduous woodland,2238551137-329503.jpg,107,39,17
6471,2020-09-16,2020.0,9.0,16.0,DK,11091.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Caloboletus,radicans,Caloboletus radicans,soil,55.859658,9.955214,15.0,deciduous woodland,2862698406-286312.jpg,128,54,17
6472,2020-10-09,2020.0,10.0,9.0,DK,16117.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Leccinum,versipelle,Leccinum versipelle,soil,55.964026,12.333563,13.0,deciduous woodland,2874301448-65928.jpg,827,274,17
6473,2018-09-03,2018.0,9.0,3.0,DK,19022.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Porphyrellus,porphyrosporus,Porphyrellus porphyrosporus,soil,56.634837,9.807723,25.0,deciduous woodland,2238554922-330258.jpg,1211,427,17
6474,2013-09-28,2013.0,9.0,28.0,DK,16111.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Leccinum,scabrum,Leccinum scabrum,soil,56.53165,10.81057,10.0,deciduous woodland,2238340335-160538.jpg,824,274,17
6475,2012-09-17,2012.0,9.0,17.0,DK,16090.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Leccinum,duriusculum,Leccinum duriusculum,soil,55.77772,9.53326,25.0,grassland,2238162241-230742.jpg,821,274,17
6476,2019-09-05,2019.0,9.0,5.0,DK,11088.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Cyanoboletus,pulverulentus,Cyanoboletus pulverulentus,soil,55.93831899999999,12.295615,10.0,deciduous woodland,2383042432-340928.jpg,369,122,17
6477,2019-08-22,2019.0,8.0,22.0,DK,11067.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Hortiboletus,bubalinus,Hortiboletus bubalinus,soil,55.687286,12.52195,15.0,park,2382321251-265258.jpg,617,225,17
6478,2019-10-29,2019.0,10.0,29.0,DK,11573.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Chalciporus,piperatus,Chalciporus piperatus,soil,56.155643000000005,8.826551,16.0,coniferous woodland,2446760316-272027.jpg,163,76,17
6479,2020-09-20,2020.0,9.0,20.0,DK,11069.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Boletus,edulis,Boletus edulis,soil,55.379699,11.522549,8.0,hedgerow,2862690466-286006.jpg,105,39,17
6480,2018-08-22,2018.0,8.0,22.0,DK,11069.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Boletus,edulis,Boletus edulis,soil,56.05684599999999,12.567209,75.0,deciduous woodland,2238551594-106161.jpg,105,39,17
6481,2019-09-25,2019.0,9.0,25.0,DK,65789.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Neoboletus,luridiformis,Neoboletus luridiformis,soil,55.092859,10.53903,75.0,coniferous woodland,2421822140-193350.jpg,1023,348,17
6482,2020-09-22,2020.0,9.0,22.0,DK,40854.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Boletus,ferrugineus,Boletus ferrugineus,soil,55.965746,12.29558,65.0,lawn,2864909343-64156.jpg,1592,39,17
